2016-Oct-13 10:46:58.379344 [INFO]    System: Loading radio: demo_highest_8K.xml
2016-Oct-13 12:40:52.165300 [INFO]    XmlParser: Parsed link: dvbt1framer1 . output1 -> dvbt1ofdmmod1 . input1
2016-Oct-13 12:40:52.165386 [INFO]    XmlParser: Parsed link: dvbt1ofdmmod1 . output1 -> dvbt1interpolator1 . input1
2016-Oct-13 12:40:52.166469 [INFO]    XmlParser: Parsed link: dvbt1interpolator1 . output1 -> dvbt1filter1 . input1
2016-Oct-13 12:40:52.166538 [INFO]    XmlParser: Parsed link: dvbt1filter1 . output1 -> usrptx1 . input1
2016-Oct-13 12:40:52.197701 [FATAL]   filerawreader1: Could not open file hd4hi.ts for reading.
2016-Oct-13 12:40:52.197893 [FATAL]   System: Error loading radio: Could not open file hd4hi.ts for reading.
2016-Oct-13 12:41:17.031788 [INFO]    System: Loading radio: test-tcd.xml
2016-Oct-13 12:41:17.032324 [INFO]    XmlParser: Parsed controller: forgecontroller
2016-Oct-13 12:41:17.032385 [INFO]    XmlParser: Parsed engine: phyengine1
2016-Oct-13 12:41:17.032440 [INFO]    XmlParser: Parsed component: filerawreader1
2016-Oct-13 12:41:17.032506 [INFO]    XmlParser: Parsed engine: phyengine2
2016-Oct-13 12:41:17.032557 [INFO]    XmlParser: Parsed component: dvbt1scrambler1
2016-Oct-13 12:41:17.032615 [INFO]    XmlParser: Parsed engine: phyengine3
2016-Oct-13 12:41:17.032664 [INFO]    XmlParser: Parsed component: dvbt1rsencoder1
2016-Oct-13 12:41:17.032721 [INFO]    XmlParser: Parsed engine: phyengine4
2016-Oct-13 12:41:17.032770 [INFO]    XmlParser: Parsed component: dvbt1convinterleaver1
2016-Oct-13 12:41:17.032826 [INFO]    XmlParser: Parsed engine: phyengine5
2016-Oct-13 12:41:17.032874 [INFO]    XmlParser: Parsed component: dvbt1convencoder1
2016-Oct-13 12:41:17.032931 [INFO]    XmlParser: Parsed engine: phyengine6
2016-Oct-13 12:41:17.032979 [INFO]    XmlParser: Parsed component: dvbt1puncturer1
2016-Oct-13 12:41:17.033035 [INFO]    XmlParser: Parsed engine: phyengine7
2016-Oct-13 12:41:17.033086 [INFO]    XmlParser: Parsed component: dvbt1bitinterleaver1
2016-Oct-13 12:41:17.033144 [INFO]    XmlParser: Parsed engine: phyengine8
2016-Oct-13 12:41:17.033193 [INFO]    XmlParser: Parsed component: dvbt1symbolinterleaver1
2016-Oct-13 12:41:17.033249 [INFO]    XmlParser: Parsed engine: phyengine9
2016-Oct-13 12:41:17.033297 [INFO]    XmlParser: Parsed component: dvbt1mapper1
2016-Oct-13 12:41:17.033362 [INFO]    XmlParser: Parsed engine: phyengine10
2016-Oct-13 12:41:17.033413 [INFO]    XmlParser: Parsed component: dvbt1framer1
2016-Oct-13 12:41:17.033478 [INFO]    XmlParser: Parsed engine: phyengine11
2016-Oct-13 12:41:17.033530 [INFO]    XmlParser: Parsed component: dvbt1ofdmmod1
2016-Oct-13 12:41:17.033590 [INFO]    XmlParser: Parsed engine: phyengine12
2016-Oct-13 12:41:17.033639 [INFO]    XmlParser: Parsed component: dvbt1interpolator1
2016-Oct-13 12:41:17.033697 [INFO]    XmlParser: Parsed engine: phyengine13
2016-Oct-13 12:41:17.033745 [INFO]    XmlParser: Parsed component: dvbt1filter1
2016-Oct-13 12:41:17.033811 [INFO]    XmlParser: Parsed engine: phyengine14
2016-Oct-13 12:41:17.033861 [INFO]    XmlParser: Parsed component: usrptx1
2016-Oct-13 12:41:17.033930 [INFO]    XmlParser: Parsed link: filerawreader1 . output1 -> dvbt1scrambler1 . input1
2016-Oct-13 12:41:17.037076 [INFO]    XmlParser: Parsed link: dvbt1scrambler1 . output1 -> dvbt1rsencoder1 . input1
2016-Oct-13 12:41:17.037221 [INFO]    XmlParser: Parsed link: dvbt1rsencoder1 . output1 -> dvbt1convinterleaver1 . input1
2016-Oct-13 12:41:17.037278 [INFO]    XmlParser: Parsed link: dvbt1convinterleaver1 . output1 -> dvbt1convencoder1 . input1
2016-Oct-13 12:41:17.037331 [INFO]    XmlParser: Parsed link: dvbt1convencoder1 . output1 -> dvbt1puncturer1 . input1
2016-Oct-13 12:41:17.037395 [INFO]    XmlParser: Parsed link: dvbt1puncturer1 . output1 -> dvbt1bitinterleaver1 . input1
2016-Oct-13 12:41:17.037450 [INFO]    XmlParser: Parsed link: dvbt1bitinterleaver1 . output1 -> dvbt1symbolinterleaver1 . input1
2016-Oct-13 12:41:17.037534 [INFO]    XmlParser: Parsed link: dvbt1symbolinterleaver1 . output1 -> dvbt1mapper1 . input1
2016-Oct-13 12:41:17.037618 [INFO]    XmlParser: Parsed link: dvbt1mapper1 . output1 -> dvbt1framer1 . input1
2016-Oct-13 12:41:17.037678 [INFO]    XmlParser: Parsed link: dvbt1framer1 . output1 -> dvbt1ofdmmod1 . input1
2016-Oct-13 12:41:17.037735 [INFO]    XmlParser: Parsed link: dvbt1ofdmmod1 . output1 -> dvbt1interpolator1 . input1
2016-Oct-13 12:41:17.037792 [INFO]    XmlParser: Parsed link: dvbt1interpolator1 . output1 -> dvbt1filter1 . input1
2016-Oct-13 12:41:17.037892 [INFO]    XmlParser: Parsed link: dvbt1filter1 . output1 -> usrptx1 . input1
2016-Oct-13 12:41:17.058419 [FATAL]   filerawreader1: Could not open file hd4hi.ts for reading.
2016-Oct-13 12:41:17.060604 [FATAL]   System: Error loading radio: Could not open file hd4hi.ts for reading.
2016-Oct-13 12:44:16.375164 [INFO]    System: Loading radio: test-tcd.xml
2016-Oct-13 12:44:16.375633 [INFO]    XmlParser: Parsed controller: forgecontroller
2016-Oct-13 12:44:16.375694 [INFO]    XmlParser: Parsed engine: phyengine1
2016-Oct-13 12:44:16.375749 [INFO]    XmlParser: Parsed component: filerawreader1
2016-Oct-13 12:44:16.375813 [INFO]    XmlParser: Parsed engine: phyengine2
2016-Oct-13 12:44:16.375862 [INFO]    XmlParser: Parsed component: dvbt1scrambler1
2016-Oct-13 12:44:16.375920 [INFO]    XmlParser: Parsed engine: phyengine3
2016-Oct-13 12:44:16.375968 [INFO]    XmlParser: Parsed component: dvbt1rsencoder1
2016-Oct-13 12:44:16.376024 [INFO]    XmlParser: Parsed engine: phyengine4
2016-Oct-13 12:44:16.376073 [INFO]    XmlParser: Parsed component: dvbt1convinterleaver1
2016-Oct-13 12:44:16.376127 [INFO]    XmlParser: Parsed engine: phyengine5
2016-Oct-13 12:44:16.376175 [INFO]    XmlParser: Parsed component: dvbt1convencoder1
2016-Oct-13 12:44:16.376231 [INFO]    XmlParser: Parsed engine: phyengine6
2016-Oct-13 12:44:16.376279 [INFO]    XmlParser: Parsed component: dvbt1puncturer1
2016-Oct-13 12:44:16.376334 [INFO]    XmlParser: Parsed engine: phyengine7
2016-Oct-13 12:44:16.376385 [INFO]    XmlParser: Parsed component: dvbt1bitinterleaver1
2016-Oct-13 12:44:16.376445 [INFO]    XmlParser: Parsed engine: phyengine8
2016-Oct-13 12:44:16.376493 [INFO]    XmlParser: Parsed component: dvbt1symbolinterleaver1
2016-Oct-13 12:44:16.376549 [INFO]    XmlParser: Parsed engine: phyengine9
2016-Oct-13 12:44:16.376597 [INFO]    XmlParser: Parsed component: dvbt1mapper1
2016-Oct-13 12:44:16.376661 [INFO]    XmlParser: Parsed engine: phyengine10
2016-Oct-13 12:44:16.376711 [INFO]    XmlParser: Parsed component: dvbt1framer1
2016-Oct-13 12:44:16.376777 [INFO]    XmlParser: Parsed engine: phyengine11
2016-Oct-13 12:44:16.376829 [INFO]    XmlParser: Parsed component: dvbt1ofdmmod1
2016-Oct-13 12:44:16.376889 [INFO]    XmlParser: Parsed engine: phyengine12
2016-Oct-13 12:44:16.376938 [INFO]    XmlParser: Parsed component: dvbt1interpolator1
2016-Oct-13 12:44:16.376996 [INFO]    XmlParser: Parsed engine: phyengine13
2016-Oct-13 12:44:16.377044 [INFO]    XmlParser: Parsed component: dvbt1filter1
2016-Oct-13 12:44:16.377104 [INFO]    XmlParser: Parsed engine: phyengine14
2016-Oct-13 12:44:16.377152 [INFO]    XmlParser: Parsed component: usrptx1
2016-Oct-13 12:44:16.377220 [INFO]    XmlParser: Parsed link: filerawreader1 . output1 -> dvbt1scrambler1 . input1
2016-Oct-13 12:44:16.377273 [INFO]    XmlParser: Parsed link: dvbt1scrambler1 . output1 -> dvbt1rsencoder1 . input1
2016-Oct-13 12:44:16.377327 [INFO]    XmlParser: Parsed link: dvbt1rsencoder1 . output1 -> dvbt1convinterleaver1 . input1
2016-Oct-13 12:44:16.377378 [INFO]    XmlParser: Parsed link: dvbt1convinterleaver1 . output1 -> dvbt1convencoder1 . input1
2016-Oct-13 12:44:16.377429 [INFO]    XmlParser: Parsed link: dvbt1convencoder1 . output1 -> dvbt1puncturer1 . input1
2016-Oct-13 12:44:16.377479 [INFO]    XmlParser: Parsed link: dvbt1puncturer1 . output1 -> dvbt1bitinterleaver1 . input1
2016-Oct-13 12:44:16.377530 [INFO]    XmlParser: Parsed link: dvbt1bitinterleaver1 . output1 -> dvbt1symbolinterleaver1 . input1
2016-Oct-13 12:44:16.377580 [INFO]    XmlParser: Parsed link: dvbt1symbolinterleaver1 . output1 -> dvbt1mapper1 . input1
2016-Oct-13 12:44:16.377629 [INFO]    XmlParser: Parsed link: dvbt1mapper1 . output1 -> dvbt1framer1 . input1
2016-Oct-13 12:44:16.377681 [INFO]    XmlParser: Parsed link: dvbt1framer1 . output1 -> dvbt1ofdmmod1 . input1
2016-Oct-13 12:44:16.377731 [INFO]    XmlParser: Parsed link: dvbt1ofdmmod1 . output1 -> dvbt1interpolator1 . input1
2016-Oct-13 12:44:16.377781 [INFO]    XmlParser: Parsed link: dvbt1interpolator1 . output1 -> dvbt1filter1 . input1
2016-Oct-13 12:44:16.377831 [INFO]    XmlParser: Parsed link: dvbt1filter1 . output1 -> usrptx1 . input1
2016-Oct-13 12:44:16.384629 [FATAL]   filerawreader1: Could not open file hd4hi.ts for reading.
2016-Oct-13 12:44:16.385963 [FATAL]   System: Error loading radio: Could not open file hd4hi.ts for reading.
2016-Oct-13 16:34:45.123659 [INFO]    System: Loading radio: test-tcd.xml
2016-Oct-13 16:34:45.249158 [INFO]    XmlParser: Parsed controller: forgecontroller
2016-Oct-13 16:34:45.249241 [INFO]    XmlParser: Parsed engine: phyengine1
2016-Oct-13 16:34:45.249308 [INFO]    XmlParser: Parsed component: filerawreader1
2016-Oct-13 16:34:45.249379 [INFO]    XmlParser: Parsed engine: phyengine2
2016-Oct-13 16:34:45.249443 [INFO]    XmlParser: Parsed component: dvbt1scrambler1
2016-Oct-13 16:34:45.249499 [INFO]    XmlParser: Parsed engine: phyengine3
2016-Oct-13 16:34:45.249546 [INFO]    XmlParser: Parsed component: dvbt1rsencoder1
2016-Oct-13 16:34:45.249600 [INFO]    XmlParser: Parsed engine: phyengine4
2016-Oct-13 16:34:45.249647 [INFO]    XmlParser: Parsed component: dvbt1convinterleaver1
2016-Oct-13 16:34:45.249699 [INFO]    XmlParser: Parsed engine: phyengine5
2016-Oct-13 16:34:45.249746 [INFO]    XmlParser: Parsed component: dvbt1convencoder1
2016-Oct-13 16:34:45.249801 [INFO]    XmlParser: Parsed engine: phyengine6
2016-Oct-13 16:34:45.249847 [INFO]    XmlParser: Parsed component: dvbt1puncturer1
2016-Oct-13 16:34:45.249900 [INFO]    XmlParser: Parsed engine: phyengine7
2016-Oct-13 16:34:45.249949 [INFO]    XmlParser: Parsed component: dvbt1bitinterleaver1
2016-Oct-13 16:34:45.250003 [INFO]    XmlParser: Parsed engine: phyengine8
2016-Oct-13 16:34:45.250050 [INFO]    XmlParser: Parsed component: dvbt1symbolinterleaver1
2016-Oct-13 16:34:45.250102 [INFO]    XmlParser: Parsed engine: phyengine9
2016-Oct-13 16:34:45.250147 [INFO]    XmlParser: Parsed component: dvbt1mapper1
2016-Oct-13 16:34:45.250212 [INFO]    XmlParser: Parsed engine: phyengine10
2016-Oct-13 16:34:45.250260 [INFO]    XmlParser: Parsed component: dvbt1framer1
2016-Oct-13 16:34:45.250321 [INFO]    XmlParser: Parsed engine: phyengine11
2016-Oct-13 16:34:45.250370 [INFO]    XmlParser: Parsed component: dvbt1ofdmmod1
2016-Oct-13 16:34:45.250430 [INFO]    XmlParser: Parsed engine: phyengine12
2016-Oct-13 16:34:45.250478 [INFO]    XmlParser: Parsed component: dvbt1interpolator1
2016-Oct-13 16:34:45.250533 [INFO]    XmlParser: Parsed engine: phyengine13
2016-Oct-13 16:34:45.250578 [INFO]    XmlParser: Parsed component: dvbt1filter1
2016-Oct-13 16:34:45.250635 [INFO]    XmlParser: Parsed engine: phyengine14
2016-Oct-13 16:34:45.250681 [INFO]    XmlParser: Parsed component: usrptx1
2016-Oct-13 16:34:45.250747 [INFO]    XmlParser: Parsed link: filerawreader1 . output1 -> dvbt1scrambler1 . input1
2016-Oct-13 16:34:45.250797 [INFO]    XmlParser: Parsed link: dvbt1scrambler1 . output1 -> dvbt1rsencoder1 . input1
2016-Oct-13 16:34:45.250849 [INFO]    XmlParser: Parsed link: dvbt1rsencoder1 . output1 -> dvbt1convinterleaver1 . input1
2016-Oct-13 16:34:45.250898 [INFO]    XmlParser: Parsed link: dvbt1convinterleaver1 . output1 -> dvbt1convencoder1 . input1
2016-Oct-13 16:34:45.250946 [INFO]    XmlParser: Parsed link: dvbt1convencoder1 . output1 -> dvbt1puncturer1 . input1
2016-Oct-13 16:34:45.251025 [INFO]    XmlParser: Parsed link: dvbt1puncturer1 . output1 -> dvbt1bitinterleaver1 . input1
2016-Oct-13 16:34:45.251093 [INFO]    XmlParser: Parsed link: dvbt1bitinterleaver1 . output1 -> dvbt1symbolinterleaver1 . input1
2016-Oct-13 16:34:45.251141 [INFO]    XmlParser: Parsed link: dvbt1symbolinterleaver1 . output1 -> dvbt1mapper1 . input1
2016-Oct-13 16:34:45.251188 [INFO]    XmlParser: Parsed link: dvbt1mapper1 . output1 -> dvbt1framer1 . input1
2016-Oct-13 16:34:45.251238 [INFO]    XmlParser: Parsed link: dvbt1framer1 . output1 -> dvbt1ofdmmod1 . input1
2016-Oct-13 16:34:45.251285 [INFO]    XmlParser: Parsed link: dvbt1ofdmmod1 . output1 -> dvbt1interpolator1 . input1
2016-Oct-13 16:34:45.251332 [INFO]    XmlParser: Parsed link: dvbt1interpolator1 . output1 -> dvbt1filter1 . input1
2016-Oct-13 16:34:45.251379 [INFO]    XmlParser: Parsed link: dvbt1filter1 . output1 -> usrptx1 . input1
2016-Oct-13 16:34:45.461130 [FATAL]   filerawreader1: Could not open file hd4hi.ts for reading.
2016-Oct-13 16:34:45.488131 [FATAL]   System: Error loading radio: Could not open file hd4hi.ts for reading.
2016-Oct-13 16:36:58.610951 [INFO]    System: Loading radio: test-tcd.xml
2016-Oct-13 16:36:58.612144 [INFO]    XmlParser: Parsed controller: forgecontroller
2016-Oct-13 16:36:58.612923 [INFO]    XmlParser: Parsed engine: phyengine1
2016-Oct-13 16:36:58.619902 [INFO]    XmlParser: Parsed component: filerawreader1
2016-Oct-13 16:36:58.620101 [INFO]    XmlParser: Parsed engine: phyengine2
2016-Oct-13 16:36:58.620159 [INFO]    XmlParser: Parsed component: dvbt1scrambler1
2016-Oct-13 16:36:58.620360 [INFO]    XmlParser: Parsed engine: phyengine3
2016-Oct-13 16:36:58.620417 [INFO]    XmlParser: Parsed component: dvbt1rsencoder1
2016-Oct-13 16:36:58.620474 [INFO]    XmlParser: Parsed engine: phyengine4
2016-Oct-13 16:36:58.620524 [INFO]    XmlParser: Parsed component: dvbt1convinterleaver1
2016-Oct-13 16:36:58.620804 [INFO]    XmlParser: Parsed engine: phyengine5
2016-Oct-13 16:36:58.620866 [INFO]    XmlParser: Parsed component: dvbt1convencoder1
2016-Oct-13 16:36:58.620925 [INFO]    XmlParser: Parsed engine: phyengine6
2016-Oct-13 16:36:58.620973 [INFO]    XmlParser: Parsed component: dvbt1puncturer1
2016-Oct-13 16:36:58.621028 [INFO]    XmlParser: Parsed engine: phyengine7
2016-Oct-13 16:36:58.621080 [INFO]    XmlParser: Parsed component: dvbt1bitinterleaver1
2016-Oct-13 16:36:58.621253 [INFO]    XmlParser: Parsed engine: phyengine8
2016-Oct-13 16:36:58.621373 [INFO]    XmlParser: Parsed component: dvbt1symbolinterleaver1
2016-Oct-13 16:36:58.621850 [INFO]    XmlParser: Parsed engine: phyengine9
2016-Oct-13 16:36:58.622036 [INFO]    XmlParser: Parsed component: dvbt1mapper1
2016-Oct-13 16:36:58.622352 [INFO]    XmlParser: Parsed engine: phyengine10
2016-Oct-13 16:36:58.622411 [INFO]    XmlParser: Parsed component: dvbt1framer1
2016-Oct-13 16:36:58.622478 [INFO]    XmlParser: Parsed engine: phyengine11
2016-Oct-13 16:36:58.622531 [INFO]    XmlParser: Parsed component: dvbt1ofdmmod1
2016-Oct-13 16:36:58.622589 [INFO]    XmlParser: Parsed engine: phyengine12
2016-Oct-13 16:36:58.622637 [INFO]    XmlParser: Parsed component: dvbt1interpolator1
2016-Oct-13 16:36:58.623810 [INFO]    XmlParser: Parsed engine: phyengine13
2016-Oct-13 16:36:58.623880 [INFO]    XmlParser: Parsed component: dvbt1filter1
2016-Oct-13 16:36:58.623947 [INFO]    XmlParser: Parsed engine: phyengine14
2016-Oct-13 16:36:58.623996 [INFO]    XmlParser: Parsed component: usrptx1
2016-Oct-13 16:36:58.624065 [INFO]    XmlParser: Parsed link: filerawreader1 . output1 -> dvbt1scrambler1 . input1
2016-Oct-13 16:36:58.624118 [INFO]    XmlParser: Parsed link: dvbt1scrambler1 . output1 -> dvbt1rsencoder1 . input1
2016-Oct-13 16:36:58.624171 [INFO]    XmlParser: Parsed link: dvbt1rsencoder1 . output1 -> dvbt1convinterleaver1 . input1
2016-Oct-13 16:36:58.624221 [INFO]    XmlParser: Parsed link: dvbt1convinterleaver1 . output1 -> dvbt1convencoder1 . input1
2016-Oct-13 16:36:58.624271 [INFO]    XmlParser: Parsed link: dvbt1convencoder1 . output1 -> dvbt1puncturer1 . input1
2016-Oct-13 16:36:58.624344 [INFO]    XmlParser: Parsed link: dvbt1puncturer1 . output1 -> dvbt1bitinterleaver1 . input1
2016-Oct-13 16:36:58.624404 [INFO]    XmlParser: Parsed link: dvbt1bitinterleaver1 . output1 -> dvbt1symbolinterleaver1 . input1
2016-Oct-13 16:36:58.624454 [INFO]    XmlParser: Parsed link: dvbt1symbolinterleaver1 . output1 -> dvbt1mapper1 . input1
2016-Oct-13 16:36:58.624502 [INFO]    XmlParser: Parsed link: dvbt1mapper1 . output1 -> dvbt1framer1 . input1
2016-Oct-13 16:36:58.624583 [INFO]    XmlParser: Parsed link: dvbt1framer1 . output1 -> dvbt1ofdmmod1 . input1
2016-Oct-13 16:36:58.624672 [INFO]    XmlParser: Parsed link: dvbt1ofdmmod1 . output1 -> dvbt1interpolator1 . input1
2016-Oct-13 16:36:58.624731 [INFO]    XmlParser: Parsed link: dvbt1interpolator1 . output1 -> dvbt1filter1 . input1
2016-Oct-13 16:36:58.624780 [INFO]    XmlParser: Parsed link: dvbt1filter1 . output1 -> usrptx1 . input1
2016-Oct-13 16:36:58.637323 [FATAL]   filerawreader1: Could not open file hd4hi.ts for reading.
